Key,Description,en,ko
ah94-quickFlight_smallArms_b3,Text from a mission briefing.,"We currently have positive intel on two camps.  We know where they are, and that they're only equipped with small arms, so this should be a breeze for you.

Their locations are available in the objective data.","현재 야영지 두 곳에 대한 확실한 정보를 갖고 있습니다.  위치도 파악했고 적은 가벼운 화기만 갖추고 있으니 어렵지 않을 것입니다.

위치는 목표 데이터에서 확인할 수 있습니다."
ah94-quickFlight_smallArms_b4,Text from a mission briefing.,"After you clear out those sites, there will be one more matter we need to look into.  

We are aware of transport activity in the high mountain region so we'll have you go and perform some recon.  Be sure to bring enough fuel.","그 두 곳을 정리한 뒤에 한 가지 더 확인할 일이 있습니다.  

고산 지대에서 수송 활동이 포착되어 정찰을 보내려 합니다. 연료를 충분히 채우고 가십시오."
ah94-quickFlight_smallArms_b5,Text from a mission briefing.,"Absolutely never go beyond the mountain range and into the plains.

Beyond that point is the enemy territory which is heavily defended by long range air defenses and fighters.","절대 산맥을 넘어 평원으로 들어가지 마십시오.

그 너머는 장거리 방공망과 전투기가 삼엄하게 지키는 적 영토입니다."
ah94-quickFlight_smallArms_b6,Text from a mission briefing.,"Summary
 Objectives
 - Destroy all targets at sites A and B
 - Perform recon in the high mountains
 Threats
 - Small arms fire
- MANPADS","요약
 목표
 - A, B 지점의 모든 목표물 파괴
 - 고산 지대 정찰
 위협
 - 소구경 화기 사격
- 휴대용 지대공 미사일"
ah94-quickFlight_surpriseAttack_b0,Text from a mission briefing.,"For this mission, you will need to act quickly and quietly.

The enemy plans to launch several groups of aircraft from their base.

Your objective is to destroy all of these aircraft before they take off.","이번 임무에서는 빠르고 조용하게 움직여야 합니다.

적은 기지에서 여러 항공기 편대를 출격시키려 하고 있습니다.

당신의 목표는 이 항공기들이 이륙하기 전에 모두 파괴하는 것입니다."
ah94-quickFlight_surpriseAttack_b1,Text from a mission briefing.,"You will be taking off from a forward arming and refueling point (FARP) about 30 miles from the target.

Fly low and make your way to the to the airbase undetected.","당신은 목표에서 약 30마일 떨어진 전방 무장 및 급유 지점(FARP)에서 이륙합니다.

낮게 비행하여 탐지되지 않은 채 공군기지까지 접근하십시오."
ah94-quickFlight_surpriseAttack_b2,Text from a mission briefing.,"A bomber is inbound to land at the airbase.  After it lands, the enemy fighters will begin to take off.  

You will have this window to strike while all aircraft are still on the ground.","폭격기 한 대가 공군기지에 착륙하러 접근 중입니다.  폭격기가 착륙한 뒤 적 전투기들이 이륙을 시작할 것입니다.  

모든 항공기가 아직 지상에 있는 이때가 공격 기회입니다."
ah94-quickFlight_surpriseAttack_b3,Text from a mission briefing.,"Beware that if they spot you before you are ready to attack, they may launch preemptively to defend themselves.","공격 준비를 마치기 전에 발각되면, 적이 자신을 지키기 위해 선제적으로 이륙할 수 있으니 주의하십시오."
ah94-quickFlight_surpriseAttack_b4,Text from a mission briefing.,"SUMMARY

Primary Targets:
- Landed aircraft

Threats:
- IR guided SAMs
- Small arms fire
- AAA","요약

주요 목표:
- 지상의 항공기

위협:
- 적외선 유도 지대공 미사일
- 소구경 화기 사격
- 대공포"
ah94-quickFlight_Target Practice_b0,Text from a mission briefing.,"Practice using the AH-94's weapons on various targets.

Targets will not shoot back so take your time to learn the equipment.

Check the objectives data to find targets.","다양한 표적에 AH-94의 무장 사용을 연습하십시오.

표적은 반격하지 않으니 천천히 장비를 익히십시오.

목표 데이터를 확인하여 표적을 찾으십시오."
campaign_av42c_tutorials_name,Name of a campaign.,AV-42C Tutorials,AV-42C 튜토리얼
campaign_av42c_tutorials_description,Description of a campaign.,Tutorials for the AV-42C,AV-42C 튜토리얼 모음
av42c_tutorials:tut_av42c_agm_name,Name of a mission.,Air-to-Ground Missiles,공대지 미사일
av42c_tutorials:tut_av42c_agm_description,Description of a mission.,Learn how to use air-to-ground missiles.,공대지 미사일 사용법을 배웁니다.
AV-42C:av42c_tutorials:tut_av42c_agm:obj_0:name,A mission objective name,AGM Tutorial,AGM 튜토리얼
AV-42C:av42c_tutorials:tut_av42c_agm:obj_0:info,Mission objective info.,Complete the AGM tutorial.,AGM 튜토리얼을 완료하십시오.
AV-42C:av42c_tutorials:tut_av42c_agm:obj_1:name,A mission objective name,Destroy Targets A,목표물 A 파괴
AV-42C:av42c_tutorials:tut_av42c_agm:obj_1:info,Mission objective info.,Destroy some of the targets around the waypoint using the AGM-114.,AGM-114를 사용해 경유지 주변의 목표물 일부를 파괴하십시오.
AV-42C:av42c_tutorials:tut_av42c_agm:obj_2:name,A mission objective name,Destroy Targets B,목표물 B 파괴
AV-42C:av42c_tutorials:tut_av42c_agm:obj_2:info,Mission objective info.,,
av42c_tutorials:tut_basicFlight_name,Name of a mission.,Basic Flight,기본 비행
av42c_tutorials:tut_basicFlight_description,Description of a mission.,"Taxi, take off, landing.","지상 활주, 이륙, 착륙."
av42c_tutorials:tut_gettingStarted_name,Name of a mission.,Getting Started,시작하기
av42c_tutorials:tut_gettingStarted_description,Description of a mission.,"Cockpit familiarization, start-up procedures.","조종석 숙지, 시동 절차"
av42c_tutorials:tut_weapons1_name,Name of a mission.,Basic Weapons,기본 무장
av42c_tutorials:tut_weapons1_description,Description of a mission.,"Learn how to use the cannon, rockets, and targeting system.","기관포, 로켓, 조준 시스템 사용법을 배웁니다."
av42c_tutorials:verticalFlight1_name,Name of a mission.,AP Vertical Flight,자동 조종 수직 비행
av42c_tutorials:verticalFlight1_description,Description of a mission.,Learn how to use the hover autopilot feature.,호버링 자동 조종 기능 사용법을 배웁니다.
av42c_tutorials_tut_av42c_agm_b0,Text from a mission briefing.,"Today, you will learn how to use air-to-ground missiles (AGMs) to destroy armored ground targets.",오늘은 공대지 미사일(AGM)을 사용하여 장갑 지상 목표물을 파괴하는 방법을 배웁니다.
av42c_tutorials_tut_basicFlight_b0,Text from a mission briefing.,"Learn how to use the virtual flight controls to taxi, take off, and land the AV-42C ""Kestrel"".","가상 비행 조종 장치를 사용하여 AV-42C ""Kestrel""의 지상 활주, 이륙, 착륙 방법을 배웁니다."
av42c_tutorials_tut_gettingStarted_b0,Text from a mission briefing.,"Today we will be learning how to operate the AV-42C.

The start-up procedure is not very complicated, so let's jump in and get started.","오늘은 AV-42C 조작법을 배워 보겠습니다.

시동 절차는 그리 복잡하지 않으니 바로 시작해 봅시다."
av42c_tutorials_tut_weapons1_b0,Text from a mission briefing.,"The AV-42C is capable of equipping various weapons.  Today you will learn how to use the 30mm GAU-8 cannon, and the Hydra-70 unguided rockets.  You will also learn how to find and acquire targets using the TGP.",AV-42C는 다양한 무장을 장착할 수 있습니다.  오늘은 30mm GAU-8 기관포와 Hydra-70 무유도 로켓 사용법을 배웁니다.  또한 TGP(조준 포드)를 사용해 목표를 찾고 포착하는 방법도 배웁니다.
av42c_tutorials_verticalFlight1_b0,Text from a mission briefing.,"Vertical flight can be tricky, but by using the hover autopilot, you can take off, hover, and land with ease.","수직 비행은 까다로울 수 있지만, 호버링 자동 조종을 사용하면 이륙, 호버링, 착륙을 쉽게 할 수 있습니다."
campaign_fa26b_tutorials_name,Name of a campaign.,FA-26B Tutorials,F/A-26B 튜토리얼
campaign_fa26b_tutorials_description,Description of a campaign.,Built-in tutorials for the F/A-26B.,F/A-26B 내장 튜토리얼입니다.
fa26b_tutorials:tut_26_radar_name,Name of a mission.,Radar,레이더
fa26b_tutorials:tut_26_radar_description,Description of a mission.,"Learn how to use the radar to find, track, and lock onto aircraft.","레이더를 사용해 항공기를 찾고, 추적하고, 록온하는 방법을 배웁니다."
F/A-26B:fa26b_tutorials:tut_26_radar:obj_0:name,A mission objective name,Tutorial,튜토리얼
F/A-26B:fa26b_tutorials:tut_26_radar:obj_0:info,Mission objective info.,Complete the radar tutorial,레이더 튜토리얼을 완료하십시오.
F/A-26B:fa26b_tutorials:tut_26_radar:obj_1:name,A mission objective name,Air Target 1,공중 표적 1
F/A-26B:fa26b_tutorials:tut_26_radar:obj_1:info,Mission objective info.,Shoot the target with an AIM-120,AIM-120으로 표적을 격추하십시오.
F/A-26B:fa26b_tutorials:tut_26_radar:obj_2:name,A mission objective name,Air Targets 2,공중 표적 2
F/A-26B:fa26b_tutorials:tut_26_radar:obj_2:info,Mission objective info.,Destroy the 5 other air targets.,나머지 공중 표적 5개를 파괴하십시오.
fa26b_tutorials:tut_26_sead_name,Name of a mission.,SEAD,방공망 제압
fa26b_tutorials:tut_26_sead_description,Description of a mission.,Learn how to use the ARAD and AGM-88 to destroy radar targets.,ARAD와 AGM-88을 사용해 레이더 표적을 파괴하는 방법을 배웁니다.
F/A-26B:fa26b_tutorials:tut_26_sead:obj_0:name,A mission objective name,SEAD Tutorial,방공망 제압 튜토리얼
F/A-26B:fa26b_tutorials:tut_26_sead:obj_0:info,Mission objective info.,Complete the SEAD tutorial,방공망 제압(SEAD) 튜토리얼을 완료하십시오.
F/A-26B:fa26b_tutorials:tut_26_sead:obj_1:name,A mission objective name,SEAD,방공망 제압
F/A-26B:fa26b_tutorials:tut_26_sead:obj_1:info,Mission objective info.,Destroy the SAM radars.,지대공 미사일 레이더를 파괴하십시오.
fa26b_tutorials_tut_26_radar_b0,Text from a mission briefing.,The F/A-26B is equipped with powerful forward facing radar. Learn how to use it to detect and track other aircraft.  Lock onto enemy targets to allow you to fire radar guided missiles.,F/A-26B에는 강력한 전방 레이더가 장착되어 있습니다. 이를 사용해 다른 항공기를 탐지하고 추적하는 방법을 배웁니다. 적 목표물을 록온하면 레이더 유도 미사일을 발사할 수 있습니다.
fa26b_tutorials_tut_26_sead_b0,Text from a mission briefing.,"One of the most abundant and dangerous threats to aircraft are Surface-to-Air Missiles (SAMs), most of which rely on radar to find and track targets.

Suppression of Enemy Air Defense (SEAD) operations neutralize or destroy these threats.","항공기에 가장 흔하고 위험한 위협 중 하나는 지대공 미사일(SAM)이며, 대부분 레이더로 표적을 찾고 추적합니다.

적 방공망 제압(SEAD) 작전은 이러한 위협을 무력화하거나 파괴합니다."
fa26b_tutorials_tut_26_sead_b1,Text from a mission briefing.,"One method of performing SEAD involves destroying the radar used by the SAMs.

You will learn how to use the Anti-Radar Attack Display (ARAD) in conjunction with the AGM-88 weapon to locate, target, and destroy enemy radars.","방공망 제압의 한 가지 방법은 지대공 미사일이 사용하는 레이더를 파괴하는 것입니다.

AGM-88 무장과 함께 대레이더 공격 화면(ARAD)을 사용하여 적 레이더를 찾고, 조준하고, 파괴하는 방법을 배웁니다."
campaign_ah94-tutorials_name,Name of a campaign.,AH-94 Tutorials,AH-94 튜토리얼
campaign_ah94-tutorials_description,Description of a campaign.,Enter description...,설명을 입력하세요...
ah94-tutorials:ah94tut_intro_name,Name of a mission.,Introduction,소개
ah94-tutorials:ah94tut_intro_description,Description of a mission.,"Introduction to the vehicle, and a general overview of the cockpit.",기체 소개와 조종석 전반에 대한 개요입니다.
AH-94:ah94-tutorials:ah94tut_intro:obj_0:name,A mission objective name,Introduction,소개
AH-94:ah94-tutorials:ah94tut_intro:obj_0:info,Mission objective info.,Complete the tutorial.,튜토리얼을 완료하십시오.
ah94-tutorials:ah94tut_startup_name,Name of a mission.,Start Up/Shut Down,시동/정지
ah94-tutorials:ah94tut_startup_description,Description of a mission.,How to start up and shut down the AH-94.,AH-94의 시동을 걸고 끄는 방법입니다.
AH-94:ah94-tutorials:ah94tut_startup:obj_0:name,A mission objective name,Tutorial,튜토리얼
AH-94:ah94-tutorials:ah94tut_startup:obj_0:info,Mission objective info.,Complete the tutorial.,튜토리얼을 완료하십시오.
ah94-tutorials:ah94tut_wpnTads_name,Name of a mission.,TADS and Gun,TADS와 기관포
