Key,Description,en,korean
f45-quickFlight_45_BayAssault_b3,Text from a mission briefing.,"We have little intel on their whereabouts, but a handful of enemy stealth fighters are stationed by the bay and must be destroyed.",적의 행방에 대한 정보는 거의 없지만 소수의 적 스텔스기가 연안에 주둔하고 있어 반드시 파괴해야 합니다.
f45-quickFlight_45_BayAssault_b4,Text from a mission briefing.,"Finally, you must find the enemy command post and destroy the two bunkers. The bunkers will likely be adjacent to large supply tents.",마지막으로 적의 지휘소를 찾아 두 개의 벙커를 파괴해야 합니다. 지휘소는 대형 보급 기지과 가까울 가능성이 높습니다.
f45-quickFlight_45_BayAssault_b5,Text from a mission briefing.,"Enemy bases are well defended, so use caution when operating near them.",적 기지가 잘 방어되고 있으므로 그 근처에서 작전할 때는 주의해야 합니다.
f45-quickFlight_45_BayAssault_b6,Text from a mission briefing.,The mission will be considered a failure if either of our carriers are destroyed.,우리의 항공모함 중 하나가 파괴되면 임무는 실패한 것으로 간주됩니다.
f45-quickFlight_45_carrierPractice_b0,Text from a mission briefing.,"No objectives or enemies.

You will start at 300kts, 1000ft above two carriers.  Contact one of them to request clearance to land.","목표도 적도 없습니다.

2개의 항공모함 근처인 1000ft 높이에서 300kts로 시작합니다.  항공모함과 통신하여 착륙 허가를 받으세요."
f45-quickFlight_f45-freeFlight_b0,Text from a mission briefing.,No objectives or enemies.,목표도 적도 없습니다. 그냥 즐기세요!
f45-quickFlight_f45_quickMission1_b0,Text from a mission briefing.,"You are stationed at small FARP (forward arming and refueling point) near an enemy airbase.  Unfortunately, you only have enough supplies for one last sortie, and it's a tough one.","당신은 적 공군기지 근처의 작은 FARP(전방 무장 및 급유 지점)에 주둔하고 있습니다. 불행히도, 당신은 마지막 출격을 위한 보급품만 가지고 있습니다."
f45-quickFlight_f45_quickMission1_b1,Text from a mission briefing.,"The mission is to destroy 3 enemy weapon caches.  We don't know exactly where they are, but they are most likely near air defenses.  Based on their radar emissions, we have estimated the positions of 4 sites.  The caches may all be at one site, or spread out between them.",임무는 3개의 적 무기고를 파괴하는 것입니다.  정확히 어디인지는 모르지만 방공호 근처에 있을 가능성이 높습니다.  우리는 그들의 레이더 방출량을 바탕으로 4개 위치를 추정했습니다.  무기고는 모두 한 곳에 있거나 분산되어 있을 수 있습니다.
f45-quickFlight_f45_quickMission1_b2,Text from a mission briefing.,"You don't have any support on this mission.  No extra fuel, no rearming, no wingmen, nothing.  With scattered SAM sites and numerous enemy air patrols, the odds are stacked against you.  Use stealthy tactics to maneuver around the area and destroy the targets.","이 임무에 대한 지원이 없습니다. 추가 연료도, 재무장도, 윙맨도, 아무것도 없습니다. 흩어져 있는 지대공 미사일 기지와 수많은 적의 항공 초계는 위협적입니다. 은밀한 전술을 사용하여 목표물을 파괴하십시오."
f45-quickFlight_f45_quickMission1_b3,Text from a mission briefing.,"SUMMARY:
Objective:
  - Destroy the 3 weapon caches (supply tents)

Threats:
  - SAMs
  - Patrolling aircraft","요약:.
목표:
  - 무기 저장고 3개 파괴(공급 기지)

위협:
  - 지대공 미사일
  - 적 전투 항공 초계기"
campaign_arcadeTutorial_name,Name of a campaign.,Tutorials,튜토리얼 목록
campaign_arcadeTutorial_description,Description of a campaign.,Basic tutorials for the AV-42C,AV-42C 기본 튜토리얼
arcadeTutorial:tut_gettingStarted_name,Name of a mission.,Getting Started,시작하기
arcadeTutorial:tut_gettingStarted_description,Description of a mission.,"Cockpit familiarization, start-up procedures.","조종석 숙지, 시동 절차"
arcadeTutorial:tut_weapons1_name,Name of a mission.,Basic Weapons,기본 무장
arcadeTutorial:tut_weapons1_description,Description of a mission.,"Learn how to use the cannon, rockets, and targeting system.","기관포, 로켓 및 조준 시스템 사용 방법을 배워봅시다."
arcadeTutorial:verticalFlight1_name,Name of a mission.,AP Vertical Flight,자동 조종 수직 비행
arcadeTutorial:verticalFlight1_description,Description of a mission.,Learn how to use the hover autopilot feature.,호버링 자동 조종 기능을 사용하는 방법을 배워 봅시다.
arcadeTutorial:tut_basicFlight_name,Name of a mission.,Basic Flight,기본 비행
arcadeTutorial:tut_basicFlight_description,Description of a mission.,"Taxi, take off, landing.","택시, 이륙, 착륙."
arcadeTutorial_tut_gettingStarted_b0,Text from a mission briefing.,"Today we will be learning how to operate the AV-42C.

The start-up procedure is not very complicated, so let's jump in and get started.","오늘은 AV-42C 작동 방법을 배우겠습니다.

시동 절차는 그다지 복잡하지 않으므로 바로 시작해 보겠습니다."
arcadeTutorial_tut_weapons1_b0,Text from a mission briefing.,"The AV-42C is capable of equipping various weapons.  Today you will learn how to use the 30mm GAU-8 cannon, and the Hydra-70 unguided rockets.  You will also learn how to find and acquire targets using the TGP.",AV-42C는 다양한 무기를 장착 할 수 있습니다. 오늘은 30mm GAU-8 기관포와 Hydra-70 무유도 로켓 사용법을 배웁니다. 또한 TGP를 사용하여 대상을 찾고 추적하는 방법도 배웁니다.
arcadeTutorial_verticalFlight1_b0,Text from a mission briefing.,"Vertical flight can be tricky, but by using the hover autopilot, you can take off, hover, and land with ease.","수직 비행은 까다로울 수 있지만 호버링 자동 조종 기능을 사용하면 쉽게 이륙, 호버링 및 착륙 할 수 있습니다."
campaign_ah94-quickFlight_name,Name of a campaign.,AH-94 Quick Flight,AH-94 빠른 비행
campaign_ah94-quickFlight_description,Description of a campaign.,Quick flights and missions for the AH-94 Attack Helicopter.,AH-94 공격 헬리콥터를 위한 빠른 비행 및 임무
ah94-quickFlight:arcticAssault_name,Name of a mission.,Arctic Assault,북극 공격
ah94-quickFlight:arcticAssault_description,Description of a mission.,Scout targets for artillery and destroy anything that remains.,목표를 수색하여 포병과 잔존 병력들을 파괴하세요
AH-94:ah94-quickFlight:arcticAssault:obj_0:name,A mission objective name,Artillery Targets,포병 목표물
AH-94:ah94-quickFlight:arcticAssault:obj_0:info,Mission objective info.,Destroy any remaining targets at the waypoint.,경유지에 남아있는 모든 목표를 파괴하세요
AH-94:ah94-quickFlight:arcticAssault:obj_1:name,A mission objective name,Armored Targets,기갑 목표물
AH-94:ah94-quickFlight:arcticAssault:obj_1:info,Mission objective info.,Destroy the armored group moving towards our troops.,아군 병력을 향해 움직이는 기갑 부대를 파괴하세요
AH-94:ah94-quickFlight:arcticAssault:obj_2:name,A mission objective name,Find Targets,목표 수색
AH-94:ah94-quickFlight:arcticAssault:obj_2:info,Mission objective info.,Pinpoint the location of targets at the waypoint.,경유지에 있는 목표를 찾으세요
AH-94:ah94-quickFlight:arcticAssault:obj_3:name,A mission objective name,Destroy Targets,목표 파괴
AH-94:ah94-quickFlight:arcticAssault:obj_3:info,Mission objective info.,Destroy the targets you found. Artillery will assist.,찾은 목표를 파괴하세요. 포병이 지원 해줄겁니다.
AH-94:ah94-quickFlight:arcticAssault:obj_4:name,A mission objective name,Destroy MAD-4,MAD-4를 파괴하세요
AH-94:ah94-quickFlight:arcticAssault:obj_4:info,Mission objective info.,Destroy enemy air defenses to allow bombers to pass.,적의 대공 방어 병력을 파괴해서 아군 폭격기가 지나갈수 있게 하세요
AH-94:ah94-quickFlight:arcticAssault:obj_5:name,A mission objective name,RTB,기지 귀환
AH-94:ah94-quickFlight:arcticAssault:obj_5:info,Mission objective info.,Return to the FARP.,전방 기지로 귀환하세요
ah94-quickFlight:flightPractice_name,Name of a mission.,Flight Practice,비행 연습
ah94-quickFlight:flightPractice_description,Description of a mission.,"Practice take off, flight, and landing in various locations.","이륙, 비행 그리고 다양한 장소에 착륙 연습을 합니다"
AH-94:ah94-quickFlight:flightPractice:obj_0:name,A mission objective name,Take Off,이륙
AH-94:ah94-quickFlight:flightPractice:obj_0:info,Mission objective info.,Take off to 50ft.,50ft까지 이륙하세요
AH-94:ah94-quickFlight:flightPractice:obj_1:name,A mission objective name,Land Pad 1,1번 패드에 착륙하세요
AH-94:ah94-quickFlight:flightPractice:obj_1:info,Mission objective info.,Land on the same pad you took off from.,처음 이륙했던 패드에 착륙하세요
AH-94:ah94-quickFlight:flightPractice:obj_2:name,A mission objective name,Short Hop,근거리 이동
AH-94:ah94-quickFlight:flightPractice:obj_2:info,Mission objective info.,Land on Pad 2,2번 패드에 착륙하세요
AH-94:ah94-quickFlight:flightPractice:obj_3:name,A mission objective name,Medium Hop,중거리 이동
AH-94:ah94-quickFlight:flightPractice:obj_3:info,Mission objective info.,Slight turn to Pad 3,3번 패드에 착륙하세요
AH-94:ah94-quickFlight:flightPractice:obj_4:name,A mission objective name,Long Hop,원거리 이동
AH-94:ah94-quickFlight:flightPractice:obj_4:info,Mission objective info.,Long hop to pad 4.  Small pad!,4번 패드에 착륙하세요. 패드가 작습니다!
AH-94:ah94-quickFlight:flightPractice:obj_5:name,A mission objective name,Tight Spot,좁은 길목
AH-94:ah94-quickFlight:flightPractice:obj_5:info,Mission objective info.,Land on the pad between the buildings.,두 건물 사이에 있는 패드에 착륙하세요
AH-94:ah94-quickFlight:flightPractice:obj_6:name,A mission objective name,Rooftop 1,옥상 1
AH-94:ah94-quickFlight:flightPractice:obj_6:info,Mission objective info.,Land on the rooftop.,옥상에 착륙하세요
AH-94:ah94-quickFlight:flightPractice:obj_7:name,A mission objective name,Rooftop 2,옥상 2
AH-94:ah94-quickFlight:flightPractice:obj_7:info,Mission objective info.,Land on the rooftop 2.,두번째 옥상에 착륙하세요
AH-94:ah94-quickFlight:flightPractice:obj_8:name,A mission objective name,Dock Pad,선박 패드
AH-94:ah94-quickFlight:flightPractice:obj_8:info,Mission objective info.,,
AH-94:ah94-quickFlight:flightPractice:obj_9:name,A mission objective name,Cross Country,크로스 컨트리
AH-94:ah94-quickFlight:flightPractice:obj_9:info,Mission objective info.,Land on the rooftop in the next city.,다음 도시에서 옥상에 착륙하세요
AH-94:ah94-quickFlight:flightPractice:obj_10:name,A mission objective name,Cruiser,순양함
AH-94:ah94-quickFlight:flightPractice:obj_10:info,Mission objective info.,Land on the cruiser deck.,순양항 갑판에 착륙하세요
ah94-quickFlight:smallArms_name,Name of a mission.,Small Arms,경무장
ah94-quickFlight:smallArms_description,Description of a mission.,Attack lightly defended enemy encampments.,경무장한 적군 야영지를 공격하세요
